id,product_id,created_at,sold_at,cost,product_category,product_name,product_brand,product_retail_price,product_department,product_sku,product_distribution_center_id
68588,25187,2021-06-23 08:41:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
162746,25187,2022-04-27 23:29:03 UTC,2022-05-08 13:14:03 UTC,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
162747,25187,2022-03-29 02:09:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
200890,25187,2021-11-09 02:07:57 UTC,2021-11-26 23:54:57 UTC,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
200891,25187,2020-03-12 13:14:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
200892,25187,2021-08-25 18:48:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
212613,25187,2022-04-11 21:09:25 UTC,2022-04-28 02:05:25 UTC,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
212614,25187,2020-12-26 14:55:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
380342,25187,2022-04-07 04:50:48 UTC,2022-05-28 06:16:48 UTC,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
380343,25187,2021-03-25 10:48:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
380344,25187,2020-05-09 02:32:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
437742,25187,2022-02-07 15:35:54 UTC,2022-03-03 09:10:54 UTC,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
437743,25187,2020-12-30 08:28:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
437744,25187,2021-10-23 14:35:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
450651,25187,2022-03-14 17:43:35 UTC,2022-04-07 05:18:35 UTC,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
450652,25187,2022-04-12 12:13:00 UTC,,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
51915,10598,2020-02-20 19:21:52 UTC,2020-04-11 00:06:52 UTC,9.616.399.956.984.810,Intimates,JMS Comfort Lace with Hidden Shaper,,16.579.999.923.706.000,Women,E6FA05C07B144B6FF4D1FD1CD2BBB244,3
51916,10598,2020-09-04 07:47:00 UTC,,9.616.399.956.984.810,Intimates,JMS Comfort Lace with Hidden Shaper,,16.579.999.923.706.000,Women,E6FA05C07B144B6FF4D1FD1CD2BBB244,3
51917,10598,2021-08-02 00:52:00 UTC,,9.616.399.956.984.810,Intimates,JMS Comfort Lace with Hidden Shaper,,16.579.999.923.706.000,Women,E6FA05C07B144B6FF4D1FD1CD2BBB244,3
